layer,head,patch_common_features_k5_s1.0_cls1,patch_count_k5_s1.0_cls1,cls_common_features_k5_s1.0_cls1,cls_count_k5_s1.0_cls1,patch_common_features_k5_s2.0_cls1,patch_count_k5_s2.0_cls1,cls_common_features_k5_s2.0_cls1,cls_count_k5_s2.0_cls1,patch_common_features_k5_s4.0_cls1,patch_count_k5_s4.0_cls1,cls_common_features_k5_s4.0_cls1,cls_count_k5_s4.0_cls1,patch_common_features_k5_s9.0_cls1,patch_count_k5_s9.0_cls1,cls_common_features_k5_s9.0_cls1,cls_count_k5_s9.0_cls1,patch_common_features_k7_s2.0_cls1,patch_count_k7_s2.0_cls1,cls_common_features_k7_s2.0_cls1,cls_count_k7_s2.0_cls1,patch_common_features_k7_s4.0_cls1,patch_count_k7_s4.0_cls1,cls_common_features_k7_s4.0_cls1,cls_count_k7_s4.0_cls1,patch_common_features_k7_s13.5_cls1,patch_count_k7_s13.5_cls1,cls_common_features_k7_s13.5_cls1,cls_count_k7_s13.5_cls1,patch_common_features_k7_s15.0_cls1,patch_count_k7_s15.0_cls1,cls_common_features_k7_s15.0_cls1,cls_count_k7_s15.0_cls1,patch_common_features_k11_s2.0_cls1,patch_count_k11_s2.0_cls1,cls_common_features_k11_s2.0_cls1,cls_count_k11_s2.0_cls1,patch_common_features_k11_s5.0_cls1,patch_count_k11_s5.0_cls1,cls_common_features_k11_s5.0_cls1,cls_count_k11_s5.0_cls1
7,8,"[1, 31, 37, 56, 61]",5,"[11, 27, 29, 30, 37, 50, 61]",7,"[1, 30, 31, 61]",4,"[4, 24, 27, 30, 37, 38, 50, 52, 61]",9,"[1, 27, 30, 31, 48, 61]",6,"[24, 27, 30, 36, 37, 50, 61]",7,"[1, 27, 30, 31, 37, 48, 61]",7,"[24, 27, 29, 30, 36, 37, 50, 61]",8,"[16, 27, 30, 31, 35, 46]",6,"[4, 24, 27, 30, 38, 50, 52, 61, 63]",9,"[1, 16, 27, 30, 31, 35]",6,"[4, 24, 27, 30, 38, 50, 61, 63]",8,"[1, 23, 27, 30, 31, 35]",6,"[24, 27, 29, 30, 36, 37, 50, 61, 63]",9,"[1, 23, 27, 30, 31, 35]",6,"[24, 27, 29, 30, 36, 37, 50, 61, 63]",9,"[16, 27, 30, 31, 35, 46]",6,"[4, 24, 27, 30, 38, 50, 52, 61, 63]",9,"[16, 17, 18, 27, 30, 31, 38]",7,"[4, 24, 27, 29, 30, 38, 50, 61, 63]",9
7,9,"[23, 31, 39, 43, 44, 51]",6,"[0, 23, 39, 44, 61]",5,"[23, 44, 51]",3,"[0, 23, 39, 40, 44, 51, 61]",7,"[0, 23, 43, 51]",4,"[0, 23, 39, 44, 51, 61]",6,"[0, 23, 39, 43, 51, 61]",6,"[0, 23, 39, 44, 51, 61]",6,"[12, 23, 40, 44, 51]",5,"[0, 12, 23, 40, 44, 51, 61]",7,"[23, 40, 51, 61]",4,"[0, 23, 40, 44, 51, 61]",6,"[23, 43, 51, 61]",4,"[0, 23, 40, 44, 51, 61]",6,"[23, 43, 51, 61]",4,"[0, 23, 40, 44, 51, 61]",6,"[12, 23, 40, 44, 51, 61]",6,"[12, 23, 40, 44, 51, 61]",6,"[12, 22, 23, 40, 51, 61]",6,"[12, 13, 22, 23, 40, 44, 51, 61]",8
7,10,"[34, 53, 55]",3,"[35, 49, 53]",3,"[34, 53, 55, 63]",4,"[36, 41, 49, 53, 54, 59]",6,"[27, 34, 49, 54, 55, 61]",6,"[41, 49, 53, 54, 59]",5,"[27, 34, 49, 53, 54, 55, 61]",7,"[41, 49, 53, 54, 59]",5,"[20, 54, 55, 63]",4,"[10, 36, 41, 50, 54, 59]",6,"[27, 49, 54, 55]",4,"[10, 36, 41, 49, 50, 54, 59]",7,"[6, 27, 49, 54]",4,"[36, 41, 49, 50, 54, 59]",6,"[6, 27, 49, 54]",4,"[36, 41, 49, 50, 54, 59]",6,"[10, 20, 36, 54, 55, 63]",6,"[10, 36, 41, 50, 54, 59]",6,"[10, 20, 27, 36, 49, 54, 63]",7,"[10, 27, 33, 36, 41, 49, 50, 54, 59]",9
7,11,"[0, 4, 7, 21, 29, 36, 41]",7,"[1, 21, 29, 41]",4,"[1, 3, 4, 5, 7, 21, 22, 29, 41]",9,"[1, 3, 12, 21, 29, 34, 41]",7,"[1, 4, 5, 7, 21, 22, 29, 36, 41]",9,"[1, 3, 12, 21, 29, 34, 41]",7,"[1, 3, 4, 5, 7, 21, 22, 29, 41]",9,"[1, 3, 21, 29, 34, 41]",6,"[1, 4, 7, 21, 22, 29, 41]",7,"[1, 8, 21, 22, 34, 41]",6,"[1, 4, 5, 7, 21, 22, 29, 34, 41]",9,"[1, 3, 8, 21, 22, 29, 34, 41]",8,"[1, 3, 4, 5, 7, 21, 22, 34, 41]",9,"[1, 3, 21, 22, 34, 41]",6,"[1, 3, 4, 5, 7, 21, 22, 34, 41]",9,"[1, 3, 21, 22, 34, 41]",6,"[1, 4, 7, 21, 22, 29, 41]",7,"[1, 8, 14, 21, 22, 34, 41]",7,"[1, 3, 4, 5, 7, 21, 22, 34, 41]",9,"[1, 3, 8, 14, 21, 22, 34, 41]",8
8,0,"[4, 15, 48, 56]",4,"[4, 15, 23, 25, 38, 48, 53]",7,"[4, 8, 25, 29, 48, 56]",6,"[23, 25, 38, 48, 52]",5,"[4, 8, 48, 51]",4,"[4, 23, 25, 38, 45, 48, 52]",7,"[4, 8, 48, 51]",4,"[4, 23, 25, 38, 45, 48, 52]",7,"[8, 25, 29, 45, 48, 56]",6,"[25, 42, 45, 48, 52]",5,"[4, 8, 45, 46, 48]",5,"[25, 38, 42, 45, 48, 52]",6,"[4, 45, 46, 48]",4,"[25, 38, 45, 48, 52]",5,"[4, 45, 46, 48]",4,"[25, 38, 45, 48, 52]",5,"[25, 29, 45, 48, 56]",5,"[25, 42, 45, 48, 52]",5,"[25, 29, 45, 48]",4,"[25, 27, 38, 42, 45, 48, 52]",7
8,1,"[23, 36, 45]",3,"[10, 36, 45, 46, 63]",5,"[25, 34, 36, 45]",4,"[10, 14, 36, 45, 62, 63]",6,"[14, 36, 37, 45]",4,"[10, 14, 36, 45, 63]",5,"[14, 36, 37, 45]",4,"[14, 36, 45]",3,"[10, 14, 25, 36, 63]",5,"[10, 14, 36, 63]",4,"[14, 36, 45]",3,"[10, 14, 34, 36]",4,"[14, 36, 45, 60]",4,"[10, 14, 36, 62]",4,"[14, 36, 45, 60]",4,"[10, 14, 36, 62]",4,"[10, 14, 25, 34, 36, 60]",6,"[10, 14, 36, 63]",4,"[10, 14, 36, 60]",4,"[10, 14, 36, 60, 63]",5
8,2,"[9, 19, 28, 61]",4,"[9, 26, 41, 44, 48, 56, 61]",7,"[9, 26, 28, 61]",4,"[9, 26, 44, 48, 56, 61]",6,"[6, 9, 26, 28, 61]",5,"[26, 44, 48, 56, 61]",5,"[6, 9, 19, 26, 28, 35, 61]",7,"[26, 44, 48, 56, 61]",5,"[9, 19, 26, 61]",4,"[0, 3, 4, 9, 22, 26, 44, 48, 50, 56, 61]",11,"[6, 26, 28, 56, 61]",5,"[0, 9, 26, 30, 44, 50, 56, 61]",8,"[6, 19, 26, 28, 56, 61]",6,"[0, 26, 30, 44, 48, 56, 61]",7,"[6, 19, 26, 28, 56, 61]",6,"[0, 26, 30, 44, 48, 56, 61]",7,"[19, 26, 28, 61]",4,"[0, 3, 4, 9, 26, 48, 50, 56, 61]",9,"[24, 26, 28, 30, 56, 61]",6,"[0, 9, 26, 30, 44, 50, 56, 61]",8
8,3,"[13, 27, 45, 53]",4,"[2, 10, 16, 21, 23, 56]",6,"[1, 13, 23, 27, 45, 56]",6,"[10, 16, 21, 23, 56]",5,"[1, 13, 23, 27, 44, 45, 56]",7,"[2, 10, 16, 21, 23, 56]",6,"[1, 23, 27, 44, 45]",5,"[2, 10, 16, 21, 23, 56]",6,"[1, 13, 23, 56]",4,"[10, 16, 23, 24, 26, 54, 56]",7,"[1, 23, 27, 38, 44]",5,"[10, 16, 21, 23, 25, 26, 54, 56]",8,"[1, 27, 38, 44, 45]",5,"[1, 10, 16, 21, 23, 52, 54, 56]",8,"[1, 27, 38, 44, 45]",5,"[1, 10, 16, 21, 23, 52, 54, 56]",8,"[1, 13, 23, 38, 56]",5,"[10, 16, 23, 24, 26, 54, 56]",7,"[1, 26, 27, 38, 46, 56]",6,"[1, 10, 16, 23, 26, 52, 54, 56]",8
8,4,"[25, 32, 58]",3,"[11, 17, 19, 37]",4,"[4, 14, 17, 25, 26, 32, 58]",7,"[11, 17, 19, 32]",4,"[17, 25, 26, 32, 58]",5,"[11, 17]",2,"[17, 25, 26, 32]",4,"[11, 17]",2,"[1, 14, 19, 25, 32, 45, 58]",7,"[1, 11, 12, 17, 32]",5,"[14, 17, 25, 32, 45, 58]",6,"[1, 11, 12, 17, 32]",5,"[14, 17, 25, 32, 45, 58]",6,"[11, 17, 32]",3,"[14, 17, 25, 32, 45, 58]",6,"[11, 17, 32]",3,"[1, 14, 19, 25, 32, 45, 58]",7,"[1, 11, 17, 19, 24, 32, 45]",7,"[4, 14, 32, 45, 58]",5,"[1, 11, 17, 27, 32, 45, 54]",7
8,5,"[1, 7, 16, 24, 30, 57, 62]",7,"[7, 16, 30, 62]",4,"[1, 7, 16, 24, 30, 57, 62]",7,"[1, 7, 11, 16, 30, 35, 57, 62]",8,"[1, 7, 16, 24, 29, 30, 57, 62]",8,"[7, 11, 16, 30, 44, 47, 62]",7,"[1, 7, 16, 29, 30, 47, 62]",7,"[7, 11, 16, 29, 30, 44, 47, 62]",8,"[1, 7, 11, 16, 29, 47, 57, 62]",8,"[1, 11, 16, 30, 47, 55, 57, 62]",8,"[1, 7, 11, 29, 47, 57, 62]",7,"[11, 16, 29, 30, 47, 55, 57, 62]",8,"[1, 7, 11, 29, 47, 57, 62]",7,"[11, 16, 29, 30, 44, 47, 55, 62]",8,"[1, 7, 11, 29, 47, 57, 62]",7,"[11, 16, 29, 30, 44, 47, 55, 62]",8,"[1, 11, 16, 29, 30, 47, 57]",7,"[1, 11, 16, 29, 30, 47, 57, 62]",8,"[1, 11, 29, 30, 47, 57, 60]",7,"[11, 16, 29, 30, 35, 44, 47, 60, 62]",9
8,6,"[0, 2, 6, 7, 38, 53]",6,"[6, 7, 38, 59, 63]",5,"[2, 6, 38]",3,"[6, 38, 53, 59, 63]",5,"[0, 2, 6, 38, 59]",5,"[6, 38, 59, 63]",4,"[0, 2, 6, 38, 59]",5,"[38, 59, 63]",3,"[0, 2, 6, 38, 53]",5,"[19, 38, 63]",3,"[0, 38, 59]",3,"[38, 45, 59, 63]",4,"[0, 9, 38, 59]",4,"[38, 45, 57, 59, 63]",5,"[0, 9, 38, 59]",4,"[38, 45, 57, 59, 63]",5,"[0, 2, 6, 38, 53]",5,"[38, 45, 63]",3,"[33, 38, 53, 54]",4,"[38, 44, 45, 59, 63]",5
8,7,"[12, 16, 44, 58, 62]",5,"[16, 20, 34, 36, 43, 58]",6,"[12, 16, 36, 44, 58, 62]",6,"[16, 36, 52, 58]",4,"[16, 36, 44, 58, 62]",5,"[16, 20, 24, 36, 52, 58]",6,"[16, 36, 44, 58, 62]",5,"[16, 20, 24, 36, 52, 58]",6,"[12, 16, 36, 44, 58, 62]",6,"[16, 24, 36, 44, 52, 58]",6,"[12, 16, 24, 36, 44, 58, 62]",7,"[16, 24, 36, 44, 52, 58]",6,"[16, 24, 36, 44, 58, 62]",6,"[16, 24, 36, 44, 52, 58]",6,"[16, 24, 36, 44, 58, 62]",6,"[16, 24, 36, 44, 52, 58]",6,"[12, 16, 36, 44, 58, 59, 62]",7,"[16, 24, 36, 44, 52, 58]",6,"[12, 18, 44, 58, 62]",5,"[16, 24, 44, 52, 58, 62]",6
8,8,"[42, 52, 60]",3,"[10, 14, 27, 29, 42, 57, 62]",7,"[14, 42, 52, 62]",4,"[14, 25, 27, 29, 42, 57, 62]",7,"[14, 29, 42, 52]",4,"[25, 27, 29, 42, 57, 62]",6,"[14, 29, 42, 52]",4,"[27, 29, 42, 57, 62]",5,"[42, 51, 52, 55, 62]",5,"[27, 52, 57, 62]",4,"[42, 51, 52, 62]",4,"[13, 25, 27, 29, 52, 57, 62]",7,"[42, 51, 52]",3,"[13, 27, 29, 42, 57, 62]",6,"[42, 51, 52]",3,"[13, 27, 29, 42, 57, 62]",6,"[51, 52, 55, 62]",4,"[14, 23, 27, 52, 57, 62]",6,"[26, 42, 52]",3,"[18, 25, 27, 52, 57, 62]",6
8,9,"[7, 22, 25, 27, 58]",5,"[15, 16, 18, 25, 27, 29, 30]",7,"[8, 27, 56, 58]",4,"[15, 16, 18, 25, 27, 30]",6,"[22, 27, 58]",3,"[15, 16, 18, 25, 27, 30, 58]",7,"[8, 22, 27, 58]",4,"[15, 16, 18, 25, 27, 30, 58]",7,"[8, 27, 56, 58]",4,"[8, 15, 16, 18, 25, 27, 30, 35]",8,"[8, 27, 58, 61]",4,"[15, 16, 18, 25, 27, 30, 58]",7,"[8, 27, 58]",3,"[15, 16, 18, 25, 27, 29, 30, 58]",8,"[8, 27, 58]",3,"[15, 16, 18, 25, 27, 29, 30, 58]",8,"[8, 27, 56, 58]",4,"[8, 15, 16, 18, 25, 27, 30, 35]",8,"[8, 27, 53, 61]",4,"[13, 15, 16, 18, 27, 30, 35, 53]",8
8,10,"[10, 49, 58, 62]",4,"[10, 31, 58, 60]",4,"[10, 15, 45, 49, 50, 62]",6,"[7, 10, 31, 49, 58, 60]",6,"[10, 15, 45, 49, 62]",5,"[7, 10, 13, 31, 58, 60]",6,"[10, 15, 45, 50, 60, 62]",6,"[7, 10, 13, 31, 58, 60]",6,"[10, 15, 49, 62]",4,"[7, 10, 13, 31, 49, 58, 60]",7,"[10, 45, 49, 58, 60, 62]",6,"[7, 10, 13, 23, 31, 58, 60]",7,"[6, 10, 45, 58, 60, 62]",6,"[7, 10, 13, 23, 31, 58, 60]",7,"[6, 10, 15, 45, 58, 60, 62]",7,"[7, 10, 13, 23, 31, 58, 60]",7,"[10, 49, 62]",3,"[7, 10, 13, 31, 49, 60]",6,"[18, 49, 58, 60]",4,"[7, 9, 10, 13, 31, 49, 58, 60]",8
8,11,"[49, 52, 54, 57, 62]",5,"[15, 27, 33, 52, 56, 57, 63]",7,"[49, 52, 54, 62]",4,"[15, 27, 52, 56, 57, 63]",6,"[21, 49, 52, 54, 62]",5,"[27, 42, 52, 53, 56, 63]",6,"[21, 49, 52, 54, 57, 62]",6,"[27, 32, 42, 52, 53, 56, 63]",7,"[22, 52, 54, 56, 62]",5,"[9, 27, 47, 52, 56, 63]",6,"[14, 21, 22, 49, 54, 56, 57, 62]",8,"[9, 27, 47, 52, 53, 56, 63]",7,"[14, 21, 22, 49, 54, 56, 62]",7,"[9, 27, 47, 52, 53, 56, 63]",7,"[14, 21, 49, 54, 56, 62]",6,"[9, 27, 47, 52, 53, 56, 63]",7,"[14, 22, 52, 54, 56, 62]",6,"[9, 27, 47, 52, 56, 63]",6,"[21, 22, 49, 52, 54, 56, 62]",7,"[9, 20, 27, 47, 52, 56, 60, 63]",8
9,0,"[27, 48, 61]",3,"[11, 24, 30, 42, 57, 62, 63]",7,"[48, 61]",2,"[0, 3, 4, 11, 24, 30, 57, 61, 62]",9,"[48, 61]",2,"[0, 4, 11, 24, 30, 42, 57, 61, 62, 63]",10,"[33, 48, 57, 61]",4,"[0, 11, 24, 30, 42, 57, 61, 62, 63]",9,"[34, 48, 61]",3,"[0, 3, 4, 11, 24, 57, 61, 63]",8,"[33, 34, 48, 61]",4,"[0, 3, 11, 24, 57, 61, 63]",7,"[33, 48]",2,"[0, 3, 11, 24, 57, 61, 63]",7,"[33, 48]",2,"[0, 3, 11, 24, 57, 61, 63]",7,"[34, 48, 61, 63]",4,"[0, 3, 11, 24, 61, 63]",6,"[34, 47, 48, 61, 63]",5,"[47, 48, 61, 63]",4
9,1,"[10, 58]",2,"[10, 58]",2,[58],1,[58],1,"[6, 58]",2,"[6, 20, 41, 58]",4,"[6, 41, 58]",3,"[6, 20, 41, 58]",4,"[40, 51, 58]",3,"[40, 41, 58, 61]",4,"[6, 40, 41, 58]",4,"[30, 41, 58]",3,"[6, 30, 41, 58]",4,"[6, 30, 40, 41, 58]",5,"[6, 30, 41, 58]",4,"[6, 30, 40, 41, 58]",5,"[40, 41, 51, 58]",4,"[40, 41, 58, 61]",4,"[2, 6, 40, 41, 58]",5,"[6, 40, 41, 58]",4
9,2,[46],1,"[9, 10, 13, 20, 25, 42, 46, 50]",8,"[6, 11, 13, 37, 46]",5,"[9, 11, 13, 20, 25, 37, 42, 46, 50]",9,"[6, 11, 16, 37, 46]",5,"[11, 13, 20, 25, 33, 37, 42, 50]",8,"[6, 11, 16, 21, 46]",5,"[13, 20, 25, 33, 37, 42, 50]",7,"[11, 13, 20, 25, 28, 42, 46]",7,"[10, 11, 20, 25, 42, 46]",6,"[6, 11, 13, 28, 46]",5,"[11, 13, 20, 25, 42, 46, 50]",7,"[11, 13, 21, 28, 33, 46]",6,"[11, 13, 20, 37, 42, 46, 50]",7,"[11, 13, 21, 28, 33, 46]",6,"[11, 13, 20, 37, 42, 46, 50]",7,"[11, 20, 25, 28, 42, 46]",6,"[11, 20, 25, 42, 46]",5,"[11, 24, 28, 46]",4,"[11, 20, 25, 42, 46, 47, 62]",7
9,3,"[11, 34, 39, 44, 55]",5,"[11, 19, 21, 34, 39, 44, 51]",7,"[11, 19, 34, 36, 39, 44, 55]",7,"[11, 19, 21, 34, 51]",5,"[11, 19, 34, 39, 44]",5,"[0, 11, 19, 21, 34, 39, 51]",7,"[11, 19, 34, 39, 44]",5,"[0, 11, 19, 21, 34, 39, 51]",7,"[11, 19, 21, 34, 36, 39, 55]",7,"[11, 19, 21, 34, 36, 39]",6,"[11, 19, 34, 39]",4,"[11, 17, 19, 21, 34, 36, 39]",7,"[0, 11, 19, 34, 39]",5,"[0, 11, 19, 21, 34, 39]",6,"[0, 11, 19, 34, 39]",5,"[0, 11, 19, 21, 34, 39]",6,"[11, 19, 21, 30, 34, 36, 39, 55]",8,"[11, 19, 21, 34, 39]",5,"[11, 19, 21, 30, 36, 39]",6,"[11, 17, 19, 21, 34, 36, 39]",7
9,4,[],0,"[17, 18]",2,"[2, 7, 27]",3,"[17, 18]",2,"[2, 27]",2,"[17, 18]",2,"[2, 27]",2,"[17, 18]",2,"[7, 27, 30, 51]",4,"[17, 18, 62]",3,"[2, 7, 27, 51]",4,"[17, 18, 27]",3,"[2, 7, 27, 51]",4,"[17, 18]",2,"[2, 7, 17, 27, 51]",5,"[17, 18]",2,"[7, 27, 30, 51]",4,"[17, 18, 27]",3,"[2, 7, 17, 27, 30, 51]",6,"[17, 18, 27, 51, 62]",5
9,5,"[19, 26, 56]",3,"[5, 10, 19, 26, 50, 51, 56]",7,"[19, 26, 56]",3,"[5, 10, 19, 26, 50, 51]",6,"[19, 26, 56]",3,"[10, 19, 26, 50]",4,"[19, 26, 56]",3,"[10, 19, 26, 50, 56]",5,"[26, 47, 56]",3,"[5, 19, 26, 33, 50]",5,"[26, 56]",2,"[10, 19, 26, 33, 50, 51, 62]",7,"[19, 26, 56, 62]",4,"[10, 19, 26, 33, 50, 51, 62]",7,"[19, 26, 56, 62]",4,"[10, 19, 26, 33, 50, 51, 62]",7,"[26, 47, 56]",3,"[5, 19, 26, 33, 47, 50]",6,"[19, 26, 47]",3,"[19, 26, 33, 50, 62]",5
9,6,"[1, 22, 29, 47, 54, 59]",6,"[1, 16, 19, 22, 54, 59]",6,"[1, 16, 22, 29, 54, 59]",6,"[1, 16, 19, 22, 49, 54]",6,"[16, 29, 54]",3,"[1, 16, 19, 20, 22, 49, 54]",7,"[16, 54]",2,"[1, 16, 19, 20, 22, 49, 54]",7,"[2, 16, 17, 22, 29, 54]",6,"[1, 16, 17, 22, 49, 54]",6,"[2, 16, 20, 54, 62]",5,"[16, 20, 22, 49, 54]",5,"[2, 16, 20, 54, 62]",5,"[16, 19, 20, 22, 49, 54]",6,"[2, 16, 20, 54, 62]",5,"[16, 19, 20, 22, 49, 54]",6,"[2, 16, 17, 22, 29, 54, 62]",7,"[1, 16, 17, 22, 29, 54]",6,"[2, 16, 17, 22, 29, 42, 62]",7,"[16, 17, 22, 29, 49, 54, 62]",7
9,7,"[28, 33, 60]",3,[32],1,"[10, 13, 33]",3,"[7, 16, 27, 32]",4,"[10, 51]",2,"[27, 32]",2,[],0,"[27, 32]",2,"[7, 10, 13, 62]",4,"[59, 62]",2,"[7, 13, 33, 51, 55]",5,"[3, 51]",2,"[7, 13, 51, 55]",4,"[21, 51]",2,"[7, 13, 51, 55]",4,"[16, 21, 51]",3,"[10, 39, 62]",3,"[7, 21, 59, 62]",4,"[7, 36, 39, 51, 55]",5,"[7, 21, 39, 51, 55]",5
9,8,"[25, 45, 61]",3,"[3, 13, 25, 35, 57, 60, 61]",7,"[25, 32, 45, 49, 60, 61]",6,"[3, 25, 37, 49, 57, 60, 61]",7,"[25, 32, 45, 60, 61]",5,"[3, 25, 57, 60, 61]",5,"[25, 45, 60, 61]",4,"[3, 25, 57, 60, 61]",5,"[32, 49, 60, 61]",4,"[3, 13, 25, 32, 49, 60, 61]",7,"[32, 45, 49, 60, 61]",5,"[3, 25, 32, 49, 60, 61]",6,"[32, 45, 49, 61]",4,"[3, 25, 37, 49, 60, 61]",6,"[32, 45, 49, 61]",4,"[3, 25, 37, 49, 60, 61]",6,"[32, 49, 60, 61]",4,"[3, 13, 32, 49, 60, 61]",6,"[32, 45, 49, 60, 61]",5,"[3, 13, 31, 32, 49, 60, 61]",7
9,9,"[6, 11, 12, 15, 27, 50]",6,"[0, 6, 15, 25, 38, 50, 54, 57]",8,"[6, 11, 12, 15]",4,"[0, 6, 15, 23, 25, 54]",6,"[6, 11, 15]",3,"[0, 6, 15, 23, 25, 54]",6,"[6, 11, 12, 15]",4,"[0, 6, 15, 25, 54]",5,"[6, 12, 15, 34]",4,"[0, 6, 15, 23, 25, 54, 59, 61]",8,"[6, 12, 15, 34]",4,"[0, 6, 15, 23, 34, 36, 54, 61]",8,"[6, 12, 15, 34]",4,"[0, 6, 15, 34, 36, 54, 61]",7,"[6, 12, 15, 34]",4,"[0, 6, 15, 34, 36, 54, 61]",7,"[6, 15, 34]",3,"[0, 6, 15, 22, 23, 25, 34, 54, 59]",9,"[12, 15, 34]",3,"[0, 6, 15, 34, 36, 51, 54, 61]",8
